#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
P8_megaHit.fasta	k191_96394	216	850	+	mphG	1-635/885	===========....	0/0	71.75	89.13	card	AB571865.1:144308-143423	The mphG gene encodes a macrolide 2'-phosphotransferase found in Photobacterium damselae sharing sequence similarity to mphA in E. coli.	macrolide
P8_megaHit.fasta	k191_98357	1	513	+	Pseudomonas_aeruginosa_CpxR	150-662/678	...=====/======	4/4	75.37	81.17	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_123062	49	317	+	YajC	69-337/339	...============	0/0	79.35	81.41	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_132224	16	323	+	YajC	28-335/339	.==============	0/0	90.86	82.14	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_132228	64	365	+	YajC	34-335/339	.==============	0/0	89.09	82.12	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_155099	1	446	-	Pseudomonas_aeruginosa_CpxR	58-503/678	.=======/===...	7/8	65.19	80.44	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_163552	105	410	-	YajC	37-339/339	.=======/======	2/5	89.09	82.41	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_163569	73	382	+	YajC	28-337/339	.==============	0/0	91.45	82.26	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_163582	107	374	-	YajC	70-337/339	...============	0/0	79.06	86.57	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_181433	8	2149	-	MexF	1-2142/3189	===========....	0/0	67.17	84.31	card	AE004091.2:2810008-2813197	MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).	diaminopyrimidine;fluoroquinolone;phenicol
P9_megaHit.fasta	k191_182993	59	327	-	YajC	69-337/339	...============	0/0	79.35	80.30	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_182997	104	372	-	YajC	69-337/339	...============	0/0	79.35	80.67	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_191342	891	1563	-	Pseudomonas_aeruginosa_CpxR	1-673/678	========/======	6/6	98.82	80.18	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_198409	108	785	-	Pseudomonas_aeruginosa_CpxR	1-678/678	========/======	2/6	99.56	80.03	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_210708	31	298	+	YajC	70-337/339	...============	0/0	79.06	85.08	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_216309	982	1657	+	Pseudomonas_aeruginosa_CpxR	1-676/678	========/======	4/6	99.26	80.12	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_329876	812	1123	-	YajC	28-339/339	.==============	0/0	92.04	82.69	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_335042	38535	39404	+	CAU-1	1-870/870	========/======	3/6	99.66	83.50	card	AJ308331.1:0-870	CAU-1 is a B3 metallo-beta-lactamase that is encoded by the Caulobacter crescentus chromosome.	carbapenem;penam
P9_megaHit.fasta	k191_376089	93	404	-	YajC	28-339/339	.==============	0/0	92.04	81.41	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_383368	340	1411	-	OpmH	345-1419/1449	...=====/======	5/9	73.78	80.98	card	AE004091.2:5584100-5585549	OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.	disinfecting_agents_and_antiseptics
P9_megaHit.fasta	k191_393119	209	520	-	YajC	28-339/339	.==============	0/0	92.04	82.05	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_425767	1935	2833	-	Rm3	1-902/909	========/======	1/3	98.90	90.24	card	KF485393.2:6723-7632	Rm3 is a class B3 metallo-beta-lactamase isolated from a metagenomic soil sample in Yorkshire United Kingdom shown to confer resistance to clinically used penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P9_megaHit.fasta	k191_434826	268	738	-	Pseudomonas_aeruginosa_CpxR	206-676/678	....====/======	2/2	69.32	81.36	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_43713	1632	4682	+	MexK	7-3063/3078	========/======	5/10	99.06	80.39	card	AE004091.2:4119265-4116187	MexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.	disinfecting_agents_and_antiseptics;macrolide;tetracycline
P9_megaHit.fasta	k191_46330	434	1314	+	BJP-1	1-881/885	===============	0/0	99.55	84.11	card	CP011360.1:6169922-6170807	BJP-1 is a subclass B3 ortholog found in Bradyrhizobium japonicum that hydrolyzes most beta-lactams except aztreonam ticarcillin and temocillin.	carbapenem
P9_megaHit.fasta	k191_471075	48	314	-	YajC	73-339/339	...============	0/0	78.76	84.64	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_478091	415	575	+	rsmA	1-161/186	=============..	0/0	86.56	83.23	card	AF061757.1:834-1020	rsmA is a gene that regulates virulence of Pseudomonas aeruginosa. However its negative effect on MexEF-OprN overexpression has been noted to confer resistance to various antibiotics. It's Escherichia coli homolog is csrA.	diaminopyrimidine;fluoroquinolone;phenicol
P9_megaHit.fasta	k191_509658	8109	8874	-	Rm3	123-888/909	..=============	0/0	84.27	81.46	card	KF485393.2:6723-7632	Rm3 is a class B3 metallo-beta-lactamase isolated from a metagenomic soil sample in Yorkshire United Kingdom shown to confer resistance to clinically used penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P9_megaHit.fasta	k191_576907	1	456	-	Pseudomonas_aeruginosa_CpxR	207-662/678	....====/======	3/6	66.81	83.22	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_590351	58	301	-	YajC	94-337/339	....===========	0/0	71.98	85.25	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_595170	103	414	-	YajC	28-339/339	.==============	0/0	92.04	83.01	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_638580	7	257	-	YajC	1-251/339	============...	0/0	74.04	80.08	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_647846	2808	3645	+	sul1	3-840/840	===============	0/0	99.76	99.88	card	JF969163.1:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
P9_megaHit.fasta	k191_650072	1	2865	+	mexQ	222-3065/3162	========/======	8/23	89.91	80.84	card	AB219524.1:1176-4338	MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.	carbapenem;diaminopyrimidine;disinfecting_agents_and_antiseptics;macrolide;phenicol;tetracycline
P9_megaHit.fasta	k191_675669	40	351	+	YajC	28-339/339	.==============	0/0	92.04	83.33	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_688694	47	828	+	THIN-B	1-770/951	========/====..	1/12	80.97	82.48	card	AJ250876.1:36-987	THIN-B isolated from Janthinobacterium lividum hydrolyzes a broad spectrum of beta-lactams including penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P9_megaHit.fasta	k191_690186	51	360	-	YajC	28-337/339	.==============	0/0	91.45	81.94	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_725332	4	273	+	YajC	70-339/339	...============	0/0	79.65	84.81	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_742520	5983	8681	+	MexF	1-2705/3189	========/====..	2/10	84.57	82.75	card	AE004091.2:2810008-2813197	MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).	diaminopyrimidine;fluoroquinolone;phenicol
P9_megaHit.fasta	k191_751688	3242	4172	+	THIN-B	1-919/951	========/======	1/12	96.64	81.63	card	AJ250876.1:36-987	THIN-B isolated from Janthinobacterium lividum hydrolyzes a broad spectrum of beta-lactams including penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P9_megaHit.fasta	k191_755509	251	771	-	Pseudomonas_aeruginosa_CpxR	153-673/678	...=====/======	5/6	76.40	83.21	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_775044	1	221	-	YajC	28-248/339	.==========....	0/0	65.19	83.26	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_797401	31	298	+	YajC	70-337/339	...============	0/0	79.06	85.45	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_803031	30	341	+	YajC	28-339/339	.==============	0/0	92.04	82.69	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_809087	1	418	+	Pseudomonas_aeruginosa_CpxR	222-639/678	....====/======	2/6	61.21	81.95	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_811087	387	723	+	YajC	1-337/339	===============	0/0	99.41	81.01	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_817588	120	340	+	YajC	28-248/339	.==========....	0/0	65.19	82.35	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_817884	1	801	+	OXA-157	67-858/858	.=======/======	1/9	92.31	95.26	card	KP771985.1:172-1030	OXA-157 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	carbapenem;cephalosporin;penam
P9_megaHit.fasta	k191_874614	1601	3775	+	mexQ	1-2160/3162	========/==....	8/23	68.18	81.69	card	AB219524.1:1176-4338	MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.	carbapenem;diaminopyrimidine;disinfecting_agents_and_antiseptics;macrolide;phenicol;tetracycline
P9_megaHit.fasta	k191_899972	2	216	-	YajC	37-248/339	.=======/===...	2/5	62.24	83.80	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_911140	7	224	-	YajC	37-251/339	.=======/===...	2/5	63.13	82.65	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_913907	1719	2229	-	Pseudomonas_aeruginosa_CpxR	166-676/678	...=====/======	5/8	74.78	81.55	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P9_megaHit.fasta	k191_922751	46	357	-	YajC	28-339/339	.==============	0/0	92.04	82.05	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_961217	16	236	+	YajC	28-248/339	.==========....	0/0	65.19	83.26	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P9_megaHit.fasta	k191_965584	26682	27551	+	BJP-1	10-879/885	===============	0/0	98.31	82.41	card	CP011360.1:6169922-6170807	BJP-1 is a subclass B3 ortholog found in Bradyrhizobium japonicum that hydrolyzes most beta-lactams except aztreonam ticarcillin and temocillin.	carbapenem
P10_megaHit.fasta	k191_112417	26	337	+	YajC	28-339/339	.==============	0/0	92.04	81.73	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_14616	1	247	+	YajC	91-337/339	....===========	0/0	72.86	83.40	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_156176	34590	37667	+	ceoB	1-3078/3084	========/======	17/38	99.19	80.37	card	U97042.1:1263-4347	ceoB is a cytoplasmic membrane component of the CeoAB-OpcM efflux pump.	aminoglycoside;fluoroquinolone
P10_megaHit.fasta	k191_176791	1	247	+	YajC	91-337/339	....===========	0/0	72.86	83.00	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_200960	1	239	-	YajC	28-266/339	.===========...	0/0	70.50	82.84	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_244277	1	212	-	YajC	1-212/339	==========.....	0/0	62.54	81.13	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_244289	71	407	-	YajC	1-337/339	===============	0/0	99.41	80.12	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_273462	5	311	-	YajC	28-337/339	.=======/======	3/7	89.97	81.73	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_293342	24	333	-	YajC	28-337/339	.==============	0/0	91.45	81.61	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_355727	74	946	-	BJP-1	1-873/885	===============	0/0	98.64	83.05	card	CP011360.1:6169922-6170807	BJP-1 is a subclass B3 ortholog found in Bradyrhizobium japonicum that hydrolyzes most beta-lactams except aztreonam ticarcillin and temocillin.	carbapenem
P10_megaHit.fasta	k191_358887	62035	62769	+	OXA-157	124-858/858	..=============	0/0	85.66	84.08	card	KP771985.1:172-1030	OXA-157 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	carbapenem;cephalosporin;penam
P10_megaHit.fasta	k191_380337	514	702	-	rsmA	1-186/186	========/======	1/3	100.00	80.95	card	AF061757.1:834-1020	rsmA is a gene that regulates virulence of Pseudomonas aeruginosa. However its negative effect on MexEF-OprN overexpression has been noted to confer resistance to various antibiotics. It's Escherichia coli homolog is csrA.	diaminopyrimidine;fluoroquinolone;phenicol
P10_megaHit.fasta	k191_38901	136	700	+	TEM-116	1-565/861	==========.....	0/0	65.62	100.00	card	U36911.1:1429-2290	TEM-116 is a broad-spectrum beta-lactamase found in many species of bacteria.	cephalosporin;monobactam;penam;penem
P10_megaHit.fasta	k191_432606	1	262	+	YajC	76-337/339	...============	0/0	77.29	85.88	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P10_megaHit.fasta	k191_452117	9523	10333	-	CAU-1	63-870/870	.=======/======	2/3	92.87	84.71	card	AJ308331.1:0-870	CAU-1 is a B3 metallo-beta-lactamase that is encoded by the Caulobacter crescentus chromosome.	carbapenem;penam
